query_sequence	go_id	go_term	category
MSTRG.13576.2	GO:0005737	cytoplasm	cellular_component
MSTRG.13576.2	GO:0016434	rRNA (cytosine) methyltransferase activity	molecular_function
MSTRG.18399.2	GO:0005737	cytoplasm	cellular_component
MSTRG.18399.2	GO:0008295	spermidine biosynthetic process	biological_process
MSTRG.18399.2	GO:0008792	arginine decarboxylase activity	molecular_function
MSTRG.18399.2	GO:0009446	putrescine biosynthetic process	biological_process
MSTRG.14126.1	GO:0003674	molecular_function	molecular_function
MSTRG.14126.1	GO:0003824	catalytic activity	molecular_function
MSTRG.14126.1	GO:0003921	GMP synthase activity	molecular_function
MSTRG.14126.1	GO:0003922	GMP synthase (glutamine-hydrolyzing) activity	molecular_function
MSTRG.14126.1	GO:0005524	ATP binding	molecular_function
MSTRG.14126.1	GO:0006139	nucleobase-containing compound metabolic process	biological_process
MSTRG.14126.1	GO:0006163	purine nucleotide metabolic process	biological_process
MSTRG.14126.1	GO:0006164	purine nucleotide biosynthetic process	biological_process
MSTRG.14126.1	GO:0006177	GMP biosynthetic process	biological_process
MSTRG.14126.1	GO:0006541	glutamine metabolic process	biological_process
MSTRG.14126.1	GO:0006725	cellular aromatic compound metabolic process	biological_process
MSTRG.14126.1	GO:0006753	nucleoside phosphate metabolic process	biological_process
MSTRG.14126.1	GO:0006793	phosphorus metabolic process	biological_process
MSTRG.14126.1	GO:0006796	phosphate-containing compound metabolic process	biological_process
MSTRG.14126.1	GO:0006807	nitrogen compound metabolic process	biological_process
MSTRG.14126.1	GO:0008150	biological_process	biological_process
MSTRG.14126.1	GO:0008152	metabolic process	biological_process
MSTRG.14126.1	GO:0009058	biosynthetic process	biological_process
MSTRG.14126.1	GO:0009116	nucleoside metabolic process	biological_process
MSTRG.14126.1	GO:0009117	nucleotide metabolic process	biological_process
MSTRG.14126.1	GO:0009119	ribonucleoside metabolic process	biological_process
MSTRG.14126.1	GO:0009123	nucleoside monophosphate metabolic process	biological_process
MSTRG.14126.1	GO:0009124	nucleoside monophosphate biosynthetic process	biological_process
MSTRG.14126.1	GO:0009126	purine nucleoside monophosphate metabolic process	biological_process
MSTRG.14126.1	GO:0009127	purine nucleoside monophosphate biosynthetic process	biological_process
MSTRG.14126.1	GO:0009150	purine ribonucleotide metabolic process	biological_process
MSTRG.14126.1	GO:0009152	purine ribonucleotide biosynthetic process	biological_process
MSTRG.14126.1	GO:0009156	ribonucleoside monophosphate biosynthetic process	biological_process
MSTRG.14126.1	GO:0009161	ribonucleoside monophosphate metabolic process	biological_process
MSTRG.14126.1	GO:0009163	nucleoside biosynthetic process	biological_process
MSTRG.14126.1	GO:0009165	nucleotide biosynthetic process	biological_process
MSTRG.14126.1	GO:0009167	purine ribonucleoside monophosphate metabolic process	biological_process
MSTRG.14126.1	GO:0009168	purine ribonucleoside monophosphate biosynthetic process	biological_process
MSTRG.14126.1	GO:0009259	ribonucleotide metabolic process	biological_process
MSTRG.14126.1	GO:0009260	ribonucleotide biosynthetic process	biological_process
MSTRG.14126.1	GO:0009987	cellular process	biological_process
MSTRG.14126.1	GO:0016874	ligase activity	molecular_function
MSTRG.14126.1	GO:0016879	ligase activity, forming carbon-nitrogen bonds	molecular_function
MSTRG.14126.1	GO:0016884	carbon-nitrogen ligase activity, with glutamine as amido-N-donor	molecular_function
MSTRG.14126.1	GO:0018130	heterocycle biosynthetic process	biological_process
MSTRG.14126.1	GO:0019438	aromatic compound biosynthetic process	biological_process
MSTRG.14126.1	GO:0019637	organophosphate metabolic process	biological_process
MSTRG.14126.1	GO:0019693	ribose phosphate metabolic process	biological_process
MSTRG.14126.1	GO:0034404	nucleobase-containing small molecule biosynthetic process	biological_process
MSTRG.14126.1	GO:0034641	cellular nitrogen compound metabolic process	biological_process
MSTRG.14126.1	GO:0034654	nucleobase-containing compound biosynthetic process	biological_process
MSTRG.14126.1	GO:0042278	purine nucleoside metabolic process	biological_process
MSTRG.14126.1	GO:0042451	purine nucleoside biosynthetic process	biological_process
MSTRG.14126.1	GO:0042455	ribonucleoside biosynthetic process	biological_process
MSTRG.14126.1	GO:0044237	cellular metabolic process	biological_process
MSTRG.14126.1	GO:0044238	primary metabolic process	biological_process
MSTRG.14126.1	GO:0044249	cellular biosynthetic process	biological_process
MSTRG.14126.1	GO:0044271	cellular nitrogen compound biosynthetic process	biological_process
MSTRG.14126.1	GO:0044281	small molecule metabolic process	biological_process
MSTRG.14126.1	GO:0044283	small molecule biosynthetic process	biological_process
MSTRG.14126.1	GO:0046037	GMP metabolic process	biological_process
MSTRG.14126.1	GO:0046128	purine ribonucleoside metabolic process	biological_process
MSTRG.14126.1	GO:0046129	purine ribonucleoside biosynthetic process	biological_process
MSTRG.14126.1	GO:0046390	ribose phosphate biosynthetic process	biological_process
MSTRG.14126.1	GO:0046483	heterocycle metabolic process	biological_process
MSTRG.14126.1	GO:0055086	nucleobase-containing small molecule metabolic process	biological_process
MSTRG.14126.1	GO:0071704	organic substance metabolic process	biological_process
MSTRG.14126.1	GO:0072521	purine-containing compound metabolic process	biological_process
MSTRG.14126.1	GO:0072522	purine-containing compound biosynthetic process	biological_process
MSTRG.14126.1	GO:0090407	organophosphate biosynthetic process	biological_process
MSTRG.14126.1	GO:1901068	guanosine-containing compound metabolic process	biological_process
MSTRG.14126.1	GO:1901070	guanosine-containing compound biosynthetic process	biological_process
MSTRG.14126.1	GO:1901135	carbohydrate derivative metabolic process	biological_process
MSTRG.14126.1	GO:1901137	carbohydrate derivative biosynthetic process	biological_process
MSTRG.14126.1	GO:1901293	nucleoside phosphate biosynthetic process	biological_process
MSTRG.14126.1	GO:1901360	organic cyclic compound metabolic process	biological_process
MSTRG.14126.1	GO:1901362	organic cyclic compound biosynthetic process	biological_process
MSTRG.14126.1	GO:1901564	organonitrogen compound metabolic process	biological_process
MSTRG.14126.1	GO:1901566	organonitrogen compound biosynthetic process	biological_process
MSTRG.14126.1	GO:1901576	organic substance biosynthetic process	biological_process
MSTRG.14126.1	GO:1901657	glycosyl compound metabolic process	biological_process
MSTRG.14126.1	GO:1901659	glycosyl compound biosynthetic process	biological_process
MSTRG.14375.1	GO:0008691	3-hydroxybutyryl-CoA dehydrogenase activity	molecular_function
MSTRG.14375.1	GO:0016491	oxidoreductase activity	molecular_function
MSTRG.14375.1	GO:0019605	butyrate metabolic process	biological_process
MSTRG.14375.1	GO:0030435	sporulation resulting in formation of a cellular spore	biological_process
MSTRG.14375.1	GO:0070403	NAD+ binding	molecular_function
MSTRG.13059.1	GO:0005886	plasma membrane	cellular_component
MSTRG.1321.2	GO:0003735	structural constituent of ribosome	molecular_function
MSTRG.1321.2	GO:0005840	ribosome	cellular_component
MSTRG.1321.2	GO:0006412	translation	biological_process
MSTRG.1321.2	GO:0019843	rRNA binding	molecular_function
MSTRG.1321.2	GO:1990904	ribonucleoprotein complex	cellular_component
MSTRG.11481.1	GO:0000287	magnesium ion binding	molecular_function
MSTRG.11481.1	GO:0005737	cytoplasm	cellular_component
MSTRG.11481.1	GO:0016765	transferase activity, transferring alkyl or aryl (other than methyl) groups	molecular_function
MSTRG.11481.1	GO:0046677	response to antibiotic	biological_process
MSTRG.13694.1	GO:0000166	nucleotide binding	molecular_function
MSTRG.13694.1	GO:0006020	inositol metabolic process	biological_process
MSTRG.13694.1	GO:0050112	inositol 2-dehydrogenase activity	molecular_function
MSTRG.13374.1	GO:0005737	cytoplasm	cellular_component
MSTRG.13374.1	GO:0070043	rRNA (guanine-N7-)-methyltransferase activity	molecular_function
MSTRG.13238.1	GO:0004109	coproporphyrinogen oxidase activity	molecular_function
MSTRG.13238.1	GO:0005737	cytoplasm	cellular_component
MSTRG.13238.1	GO:0006779	porphyrin-containing compound biosynthetic process	biological_process
MSTRG.13238.1	GO:0046872	metal ion binding	molecular_function
MSTRG.13238.1	GO:0051537	2 iron, 2 sulfur cluster binding	molecular_function
MSTRG.13238.1	GO:0051539	4 iron, 4 sulfur cluster binding	molecular_function
MSTRG.14134.1	GO:0000967	rRNA 5'-end processing	biological_process
MSTRG.14134.1	GO:0004518	nuclease activity	molecular_function
MSTRG.14134.1	GO:0005737	cytoplasm	cellular_component
MSTRG.14134.2	GO:0000967	rRNA 5'-end processing	biological_process
MSTRG.14134.2	GO:0004518	nuclease activity	molecular_function
MSTRG.14134.2	GO:0005737	cytoplasm	cellular_component
MSTRG.12215.1	GO:0003674	molecular_function	molecular_function
MSTRG.12215.1	GO:0003824	catalytic activity	molecular_function
MSTRG.12215.1	GO:0005737	cytoplasm	cellular_component
MSTRG.12215.1	GO:0006807	nitrogen compound metabolic process	biological_process
MSTRG.12215.1	GO:0008150	biological_process	biological_process
MSTRG.12215.1	GO:0008152	metabolic process	biological_process
MSTRG.12215.1	GO:0009039	urease activity	molecular_function
MSTRG.12215.1	GO:0016151	nickel cation binding	molecular_function
MSTRG.12215.1	GO:0016787	hydrolase activity	molecular_function
MSTRG.12215.1	GO:0016810	hydrolase activity, acting on carbon-nitrogen (but not peptide) bonds	molecular_function
MSTRG.12215.1	GO:0016811	hydrolase activity, acting on carbon-nitrogen (but not peptide) bonds, in linear amides	molecular_function
MSTRG.12215.1	GO:0043419	urea catabolic process	biological_process
MSTRG.13637.1	GO:0050661	NADP binding	molecular_function
MSTRG.13637.1	GO:0050664	oxidoreductase activity, acting on NAD(P)H, oxygen as acceptor	molecular_function
MSTRG.13637.1	GO:0051287	NAD binding	molecular_function
MSTRG.13637.1	GO:0071949	FAD binding	molecular_function
MSTRG.8710.1	GO:0005737	cytoplasm	cellular_component
MSTRG.8710.1	GO:0008152	metabolic process	biological_process
MSTRG.8710.1	GO:0008675	2-dehydro-3-deoxy-phosphogluconate aldolase activity	molecular_function
MSTRG.8710.1	GO:0008700	4-hydroxy-2-oxoglutarate aldolase activity	molecular_function
MSTRG.8710.1	GO:0106009	(4S)-4-hydroxy-2-oxoglutarate aldolase activity	molecular_function
MSTRG.4430.1	GO:0000313	organellar ribosome	cellular_component
MSTRG.4430.1	GO:0000315	organellar large ribosomal subunit	cellular_component
MSTRG.4430.1	GO:0003674	molecular_function	molecular_function
MSTRG.4430.1	GO:0003676	nucleic acid binding	molecular_function
MSTRG.4430.1	GO:0003723	RNA binding	molecular_function
MSTRG.4430.1	GO:0003735	structural constituent of ribosome	molecular_function
MSTRG.4430.1	GO:0005198	structural molecule activity	molecular_function
MSTRG.4430.1	GO:0005488	binding	molecular_function
MSTRG.4430.1	GO:0005575	cellular_component	cellular_component
MSTRG.4430.1	GO:0005622	intracellular anatomical structure	cellular_component
MSTRG.4430.1	GO:0005623	obsolete cell	cellular_component
MSTRG.4430.1	GO:0005737	cytoplasm	cellular_component
MSTRG.4430.1	GO:0005739	mitochondrion	cellular_component
MSTRG.4430.1	GO:0005759	mitochondrial matrix	cellular_component
MSTRG.4430.1	GO:0005761	mitochondrial ribosome	cellular_component
MSTRG.4430.1	GO:0005762	mitochondrial large ribosomal subunit	cellular_component
MSTRG.4430.1	GO:0005840	ribosome	cellular_component
MSTRG.4430.1	GO:0006412	translation	biological_process
MSTRG.4430.1	GO:0006518	peptide metabolic process	biological_process
MSTRG.4430.1	GO:0006807	nitrogen compound metabolic process	biological_process
MSTRG.4430.1	GO:0008150	biological_process	biological_process
MSTRG.4430.1	GO:0008152	metabolic process	biological_process
MSTRG.4430.1	GO:0009058	biosynthetic process	biological_process
MSTRG.4430.1	GO:0009059	macromolecule biosynthetic process	biological_process
MSTRG.4430.1	GO:0009987	cellular process	biological_process
MSTRG.4430.1	GO:0010467	gene expression	biological_process
MSTRG.4430.1	GO:0015934	large ribosomal subunit	cellular_component
MSTRG.4430.1	GO:0016740	transferase activity	molecular_function
MSTRG.4430.1	GO:0019538	protein metabolic process	biological_process
MSTRG.4430.1	GO:0019843	rRNA binding	molecular_function
MSTRG.4430.1	GO:0031974	membrane-enclosed lumen	cellular_component
MSTRG.4430.1	GO:0032543	mitochondrial translation	biological_process
MSTRG.4430.1	GO:0032991	protein-containing complex	cellular_component
MSTRG.4430.1	GO:0034641	cellular nitrogen compound metabolic process	biological_process
MSTRG.4430.1	GO:0034645	obsolete cellular macromolecule biosynthetic process	biological_process
MSTRG.4430.1	GO:0043043	peptide biosynthetic process	biological_process
MSTRG.4430.1	GO:0043170	macromolecule metabolic process	biological_process
MSTRG.4430.1	GO:0043226	organelle	cellular_component
MSTRG.4430.1	GO:0043227	membrane-bounded organelle	cellular_component
MSTRG.4430.1	GO:0043228	non-membrane-bounded organelle	cellular_component
MSTRG.4430.1	GO:0043229	intracellular organelle	cellular_component
MSTRG.4430.1	GO:0043231	intracellular membrane-bounded organelle	cellular_component
MSTRG.4430.1	GO:0043232	intracellular non-membrane-bounded organelle	cellular_component
MSTRG.4430.1	GO:0043233	organelle lumen	cellular_component
MSTRG.4430.1	GO:0043603	amide metabolic process	biological_process
MSTRG.4430.1	GO:0043604	amide biosynthetic process	biological_process
MSTRG.4430.1	GO:0044237	cellular metabolic process	biological_process
MSTRG.4430.1	GO:0044238	primary metabolic process	biological_process
MSTRG.4430.1	GO:0044249	cellular biosynthetic process	biological_process
MSTRG.4430.1	GO:0044260	obsolete cellular macromolecule metabolic process	biological_process
MSTRG.4430.1	GO:0044271	cellular nitrogen compound biosynthetic process	biological_process
MSTRG.4430.1	GO:0044391	ribosomal subunit	cellular_component
MSTRG.4430.1	GO:0044422	obsolete organelle part	cellular_component
MSTRG.4430.1	GO:0044424	obsolete intracellular part	cellular_component
MSTRG.4430.1	GO:0044429	obsolete mitochondrial part	cellular_component
MSTRG.4430.1	GO:0044444	obsolete cytoplasmic part	cellular_component
MSTRG.4430.1	GO:0044446	obsolete intracellular organelle part	cellular_component
MSTRG.4430.1	GO:0044464	obsolete cell part	cellular_component
MSTRG.4430.1	GO:0070013	intracellular organelle lumen	cellular_component
MSTRG.4430.1	GO:0071704	organic substance metabolic process	biological_process
MSTRG.4430.1	GO:0097159	organic cyclic compound binding	molecular_function
MSTRG.4430.1	GO:0098798	mitochondrial protein-containing complex	cellular_component
MSTRG.4430.1	GO:0140053	mitochondrial gene expression	biological_process
MSTRG.4430.1	GO:1901363	heterocyclic compound binding	molecular_function
MSTRG.4430.1	GO:1901564	organonitrogen compound metabolic process	biological_process
MSTRG.4430.1	GO:1901566	organonitrogen compound biosynthetic process	biological_process
MSTRG.4430.1	GO:1901576	organic substance biosynthetic process	biological_process
MSTRG.4430.1	GO:1990904	ribonucleoprotein complex	cellular_component
MSTRG.14076.1	GO:0003924	GTPase activity	molecular_function
MSTRG.14076.1	GO:0005525	GTP binding	molecular_function
MSTRG.10559.1	GO:0005524	ATP binding	molecular_function
MSTRG.10559.1	GO:0005737	cytoplasm	cellular_component
MSTRG.10559.1	GO:0016310	phosphorylation	biological_process
MSTRG.10559.1	GO:0033862	UMP kinase activity	molecular_function
MSTRG.10559.1	GO:0044210	'de novo' CTP biosynthetic process	biological_process
MSTRG.2378.1	GO:0006284	base-excision repair	biological_process
MSTRG.2378.1	GO:0006307	DNA dealkylation involved in DNA repair	biological_process
MSTRG.2378.1	GO:0008725	DNA-3-methyladenine glycosylase activity	molecular_function
MSTRG.2378.1	GO:0046872	metal ion binding	molecular_function
MSTRG.14625.2	GO:0005737	cytoplasm	cellular_component
MSTRG.14625.2	GO:0006282	regulation of DNA repair	biological_process
MSTRG.14407.1	GO:0003674	molecular_function	molecular_function
MSTRG.14407.1	GO:0003824	catalytic activity	molecular_function
MSTRG.14407.1	GO:0003962	cystathionine gamma-synthase activity	molecular_function
MSTRG.14407.1	GO:0004123	cystathionine gamma-lyase activity	molecular_function
MSTRG.14407.1	GO:0016740	transferase activity	molecular_function
MSTRG.14407.1	GO:0016765	transferase activity, transferring alkyl or aryl (other than methyl) groups	molecular_function
MSTRG.14407.1	GO:0016829	lyase activity	molecular_function
MSTRG.14407.1	GO:0016846	carbon-sulfur lyase activity	molecular_function
MSTRG.13173.1	GO:0000049	tRNA binding	molecular_function
MSTRG.13173.1	GO:0000287	magnesium ion binding	molecular_function
MSTRG.13173.1	GO:0001680	tRNA 3'-terminal CCA addition	biological_process
MSTRG.13173.1	GO:0003674	molecular_function	molecular_function
MSTRG.13173.1	GO:0003676	nucleic acid binding	molecular_function
MSTRG.13173.1	GO:0003723	RNA binding	molecular_function
MSTRG.13173.1	GO:0003824	catalytic activity	molecular_function
MSTRG.13173.1	GO:0004652	obsolete polynucleotide adenylyltransferase activity	molecular_function
MSTRG.13173.1	GO:0004810	CCA tRNA nucleotidyltransferase activity	molecular_function
MSTRG.13173.1	GO:0005488	binding	molecular_function
MSTRG.13173.1	GO:0005524	ATP binding	molecular_function
MSTRG.13173.1	GO:0005575	cellular_component	cellular_component
MSTRG.13173.1	GO:0005622	intracellular anatomical structure	cellular_component
MSTRG.13173.1	GO:0005623	obsolete cell	cellular_component
MSTRG.13173.1	GO:0005737	cytoplasm	cellular_component
MSTRG.13173.1	GO:0005829	cytosol	cellular_component
MSTRG.13173.1	GO:0006139	nucleobase-containing compound metabolic process	biological_process
MSTRG.13173.1	GO:0006276	plasmid maintenance	biological_process
MSTRG.13173.1	GO:0006378	mRNA polyadenylation	biological_process
MSTRG.13173.1	GO:0006396	RNA processing	biological_process
MSTRG.13173.1	GO:0006397	mRNA processing	biological_process
MSTRG.13173.1	GO:0006725	cellular aromatic compound metabolic process	biological_process
MSTRG.13173.1	GO:0006807	nitrogen compound metabolic process	biological_process
MSTRG.13173.1	GO:0008150	biological_process	biological_process
MSTRG.13173.1	GO:0008152	metabolic process	biological_process
MSTRG.13173.1	GO:0009451	RNA modification	biological_process
MSTRG.13173.1	GO:0009987	cellular process	biological_process
MSTRG.13173.1	GO:0010467	gene expression	biological_process
MSTRG.13173.1	GO:0016070	RNA metabolic process	biological_process
MSTRG.13173.1	GO:0016071	mRNA metabolic process	biological_process
MSTRG.13173.1	GO:0016740	transferase activity	molecular_function
MSTRG.13173.1	GO:0016772	transferase activity, transferring phosphorus-containing groups	molecular_function
MSTRG.13173.1	GO:0016779	nucleotidyltransferase activity	molecular_function
MSTRG.13173.1	GO:0031123	RNA 3'-end processing	biological_process
MSTRG.13173.1	GO:0031124	mRNA 3'-end processing	biological_process
MSTRG.13173.1	GO:0034641	cellular nitrogen compound metabolic process	biological_process
MSTRG.13173.1	GO:0042245	RNA repair	biological_process
MSTRG.13173.1	GO:0043170	macromolecule metabolic process	biological_process
MSTRG.13173.1	GO:0043412	macromolecule modification	biological_process
MSTRG.13173.1	GO:0043631	obsolete RNA polyadenylation	biological_process
MSTRG.13173.1	GO:0044237	cellular metabolic process	biological_process
MSTRG.13173.1	GO:0044238	primary metabolic process	biological_process
MSTRG.13173.1	GO:0044424	obsolete intracellular part	cellular_component
MSTRG.13173.1	GO:0044444	obsolete cytoplasmic part	cellular_component
MSTRG.13173.1	GO:0044464	obsolete cell part	cellular_component
MSTRG.13173.1	GO:0046483	heterocycle metabolic process	biological_process
MSTRG.13173.1	GO:0070566	adenylyltransferase activity	molecular_function
MSTRG.13173.1	GO:0071704	organic substance metabolic process	biological_process
MSTRG.13173.1	GO:0090304	nucleic acid metabolic process	biological_process
MSTRG.13173.1	GO:0097159	organic cyclic compound binding	molecular_function
MSTRG.13173.1	GO:1901360	organic cyclic compound metabolic process	biological_process
MSTRG.13173.1	GO:1901363	heterocyclic compound binding	molecular_function
MSTRG.12156.1	GO:0018732	sulfolactone hydrolase activity	molecular_function
MSTRG.12156.1	GO:0102998	4-sulfomuconolactone hydrolase activity	molecular_function
MSTRG.10128.2	GO:0052689	carboxylic ester hydrolase activity	molecular_function
MSTRG.14380.1	GO:0005737	cytoplasm	cellular_component
MSTRG.14380.1	GO:0006479	protein methylation	biological_process
MSTRG.14380.1	GO:0042054	histone methyltransferase activity	molecular_function
MSTRG.14242.1	GO:0004801	transaldolase activity	molecular_function
MSTRG.14242.1	GO:0005737	cytoplasm	cellular_component
MSTRG.14242.1	GO:0005975	carbohydrate metabolic process	biological_process
MSTRG.14242.1	GO:0006098	pentose-phosphate shunt	biological_process
MSTRG.14025.2	GO:0000003	reproduction	biological_process
MSTRG.14025.2	GO:0003006	developmental process involved in reproduction	biological_process
MSTRG.14025.2	GO:0003674	molecular_function	molecular_function
MSTRG.14025.2	GO:0003824	catalytic activity	molecular_function
MSTRG.14025.2	GO:0004176	ATP-dependent peptidase activity	molecular_function
MSTRG.14025.2	GO:0004222	metalloendopeptidase activity	molecular_function
MSTRG.14025.2	GO:0005524	ATP binding	molecular_function
MSTRG.14025.2	GO:0005575	cellular_component	cellular_component
MSTRG.14025.2	GO:0005622	intracellular anatomical structure	cellular_component
MSTRG.14025.2	GO:0005623	obsolete cell	cellular_component
MSTRG.14025.2	GO:0005737	cytoplasm	cellular_component
MSTRG.14025.2	GO:0005739	mitochondrion	cellular_component
MSTRG.14025.2	GO:0005886	plasma membrane	cellular_component
MSTRG.14025.2	GO:0006508	proteolysis	biological_process
MSTRG.14025.2	GO:0006807	nitrogen compound metabolic process	biological_process
MSTRG.14025.2	GO:0006996	organelle organization	biological_process
MSTRG.14025.2	GO:0007275	multicellular organism development	biological_process
MSTRG.14025.2	GO:0008150	biological_process	biological_process
MSTRG.14025.2	GO:0008152	metabolic process	biological_process
MSTRG.14025.2	GO:0008233	peptidase activity	molecular_function
MSTRG.14025.2	GO:0008237	metallopeptidase activity	molecular_function
MSTRG.14025.2	GO:0008270	zinc ion binding	molecular_function
MSTRG.14025.2	GO:0009507	chloroplast	cellular_component
MSTRG.14025.2	GO:0009526	plastid envelope	cellular_component
MSTRG.14025.2	GO:0009528	plastid inner membrane	cellular_component
MSTRG.14025.2	GO:0009536	plastid	cellular_component
MSTRG.14025.2	GO:0009657	plastid organization	biological_process
MSTRG.14025.2	GO:0009658	chloroplast organization	biological_process
MSTRG.14025.2	GO:0009706	chloroplast inner membrane	cellular_component
MSTRG.14025.2	GO:0009790	embryo development	biological_process
MSTRG.14025.2	GO:0009791	post-embryonic development	biological_process
MSTRG.14025.2	GO:0009793	embryo development ending in seed dormancy	biological_process
MSTRG.14025.2	GO:0009941	chloroplast envelope	cellular_component
MSTRG.14025.2	GO:0009987	cellular process	biological_process
MSTRG.14025.2	GO:0010020	chloroplast fission	biological_process
MSTRG.14025.2	GO:0010154	fruit development	biological_process
MSTRG.14025.2	GO:0016020	membrane	cellular_component
MSTRG.14025.2	GO:0016043	cellular component organization	biological_process
MSTRG.14025.2	GO:0016462	pyrophosphatase activity	molecular_function
MSTRG.14025.2	GO:0016787	hydrolase activity	molecular_function
MSTRG.14025.2	GO:0016817	hydrolase activity, acting on acid anhydrides	molecular_function
MSTRG.14025.2	GO:0016818	hydrolase activity, acting on acid anhydrides, in phosphorus-containing anhydrides	molecular_function
MSTRG.14025.2	GO:0016887	ATP hydrolysis activity	molecular_function
MSTRG.14025.2	GO:0017111	ribonucleoside triphosphate phosphatase activity	molecular_function
MSTRG.14025.2	GO:0019538	protein metabolic process	biological_process
MSTRG.14025.2	GO:0019866	organelle inner membrane	cellular_component
MSTRG.14025.2	GO:0022414	reproductive process	biological_process
MSTRG.14025.2	GO:0030163	protein catabolic process	biological_process
MSTRG.14025.2	GO:0031090	organelle membrane	cellular_component
MSTRG.14025.2	GO:0031967	organelle envelope	cellular_component
MSTRG.14025.2	GO:0031969	chloroplast membrane	cellular_component
MSTRG.14025.2	GO:0031975	envelope	cellular_component
MSTRG.14025.2	GO:0032501	multicellular organismal process	biological_process
MSTRG.14025.2	GO:0032502	developmental process	biological_process
MSTRG.14025.2	GO:0042170	plastid membrane	cellular_component
MSTRG.14025.2	GO:0043170	macromolecule metabolic process	biological_process
MSTRG.14025.2	GO:0043226	organelle	cellular_component
MSTRG.14025.2	GO:0043227	membrane-bounded organelle	cellular_component
MSTRG.14025.2	GO:0043229	intracellular organelle	cellular_component
MSTRG.14025.2	GO:0043231	intracellular membrane-bounded organelle	cellular_component
MSTRG.14025.2	GO:0043572	plastid fission	biological_process
MSTRG.14025.2	GO:0044238	primary metabolic process	biological_process
MSTRG.14025.2	GO:0044422	obsolete organelle part	cellular_component
MSTRG.14025.2	GO:0044424	obsolete intracellular part	cellular_component
MSTRG.14025.2	GO:0044434	obsolete chloroplast part	cellular_component
MSTRG.14025.2	GO:0044435	obsolete plastid part	cellular_component
MSTRG.14025.2	GO:0044444	obsolete cytoplasmic part	cellular_component
MSTRG.14025.2	GO:0044446	obsolete intracellular organelle part	cellular_component
MSTRG.14025.2	GO:0044464	obsolete cell part	cellular_component
MSTRG.14025.2	GO:0048285	organelle fission	biological_process
MSTRG.14025.2	GO:0048316	seed development	biological_process
MSTRG.14025.2	GO:0048608	reproductive structure development	biological_process
MSTRG.14025.2	GO:0048731	system development	biological_process
MSTRG.14025.2	GO:0048856	anatomical structure development	biological_process
MSTRG.14025.2	GO:0061458	reproductive system development	biological_process
MSTRG.14025.2	GO:0071704	organic substance metabolic process	biological_process
MSTRG.14025.2	GO:0071840	cellular component organization or biogenesis	biological_process
MSTRG.14025.2	GO:0140096	catalytic activity, acting on a protein	molecular_function
MSTRG.14025.2	GO:1901564	organonitrogen compound metabolic process	biological_process
MSTRG.15011.1	GO:0009636	response to toxic substance	biological_process
MSTRG.15011.1	GO:0016787	hydrolase activity	molecular_function
MSTRG.15011.1	GO:0018742	epoxide hydrolase B activity	molecular_function
MSTRG.15011.1	GO:0042803	protein homodimerization activity	molecular_function
MSTRG.4615.1	GO:0000287	magnesium ion binding	molecular_function
MSTRG.4615.1	GO:0005737	cytoplasm	cellular_component
MSTRG.4615.1	GO:0016765	transferase activity, transferring alkyl or aryl (other than methyl) groups	molecular_function
MSTRG.4615.1	GO:0046677	response to antibiotic	biological_process
MSTRG.14839.1	GO:0003735	structural constituent of ribosome	molecular_function
MSTRG.14839.1	GO:0005737	cytoplasm	cellular_component
MSTRG.14839.1	GO:0005840	ribosome	cellular_component
MSTRG.14839.1	GO:0006412	translation	biological_process
MSTRG.14839.1	GO:0019843	rRNA binding	molecular_function
MSTRG.14839.1	GO:1990904	ribonucleoprotein complex	cellular_component
MSTRG.15192.2	GO:0003674	molecular_function	molecular_function
MSTRG.15192.2	GO:0003824	catalytic activity	molecular_function
MSTRG.15192.2	GO:0005215	transporter activity	molecular_function
MSTRG.15192.2	GO:0005524	ATP binding	molecular_function
MSTRG.15192.2	GO:0005575	cellular_component	cellular_component
MSTRG.15192.2	GO:0005622	intracellular anatomical structure	cellular_component
MSTRG.15192.2	GO:0005623	obsolete cell	cellular_component
MSTRG.15192.2	GO:0005737	cytoplasm	cellular_component
MSTRG.15192.2	GO:0005886	plasma membrane	cellular_component
MSTRG.15192.2	GO:0006810	transport	biological_process
MSTRG.15192.2	GO:0006869	lipid transport	biological_process
MSTRG.15192.2	GO:0008150	biological_process	biological_process
MSTRG.15192.2	GO:0009507	chloroplast	cellular_component
MSTRG.15192.2	GO:0009536	plastid	cellular_component
MSTRG.15192.2	GO:0010876	lipid localization	biological_process
MSTRG.15192.2	GO:0016462	pyrophosphatase activity	molecular_function
MSTRG.15192.2	GO:0016787	hydrolase activity	molecular_function
MSTRG.15192.2	GO:0016817	hydrolase activity, acting on acid anhydrides	molecular_function
MSTRG.15192.2	GO:0016818	hydrolase activity, acting on acid anhydrides, in phosphorus-containing anhydrides	molecular_function
MSTRG.15192.2	GO:0016887	ATP hydrolysis activity	molecular_function
MSTRG.15192.2	GO:0017111	ribonucleoside triphosphate phosphatase activity	molecular_function
MSTRG.15192.2	GO:0033036	macromolecule localization	biological_process
MSTRG.15192.2	GO:0043226	organelle	cellular_component
MSTRG.15192.2	GO:0043227	membrane-bounded organelle	cellular_component
MSTRG.15192.2	GO:0043229	intracellular organelle	cellular_component
MSTRG.15192.2	GO:0043231	intracellular membrane-bounded organelle	cellular_component
MSTRG.15192.2	GO:0044424	obsolete intracellular part	cellular_component
